D1,D2,D3,rX,rY,gX,gY
362,85,308,249.8883333,256.2663551,240,312
351,74,335,260.735,226.8224299,240,298
340,68,335,255.8208333,217.94275699999997,242,284
330,65,348,258.3016667,199.74299069999998,242,268
321,67,360,260.0591667,182.9731308,244,250
313,73,373,262.3733333,165.9158879,244,236
304,82,386,263.6433333,147.9018692,246,218
297,89,397,265.32,132.92523359999998,246,202
291,96,406,266.2441667,120.3609813,248,184
287,102,411,265.7416667,112.88785049999998,250,168
284,104,413,265.34583330000004,108.9614486,252,150
