D1,D2,D3,rX,rY,gX,gY
191,235,296,85.04583333,154.26285049999998,82,242
173,235,316,89.78583333,132.3095794,72,218
160,236,335,95.70083333,112.80257009999998,70,194
153,236,359,107.755,90.78504673,74,170
148,239,382,118.32833329999998,69.11682243,88,146
141,255,403,117.20666670000001,47.4953271,102,130
135,255,420,127.48583329999998,29.216121500000003,110,54
129,260,420,121.87416670000002,27.36565421,118,96
124,266,431,123.36083329999998,14.952102800000002,122,76
121,270,438,124.24416670000001,6.987149532999999,122,54
120,273,438,122.9675,5.681074766,120,36
