D1,D2,D3,rX,rY,gX,gY
117,262,353,74.515,84.42056075,66,24
134,242,333,83.4375,105.4334112,66,48
152,203,317,107.98583329999998,123.5969626,68,66
175,203,301,106.01333329999999,143.9345794,78,84
197,186,285,116.04166670000001,164.4485981,94,104
219,186,266,114.94416670000001,187.3703271,106,120
237,190,247,111.155,208.34579440000002,116,138
253,201,247,110.52,217.50467290000003,122,158
263,218,231,96.575,232.46728969999998,122,180
269,233,214,81.65583333,245.03387850000001,118,198
272,244,198,70.44083333,252.2885514,110,216
