D1,D2,D3,rX,rY,gX,gY
323,220,202,113.95083329999999,288.2114486,127,345
303,216,219,112.38833329999999,265.2242991,115,329
283,211,236,112.62583329999998,242.49649530000002,109,315
262,206,252,113.07,220.00467290000003,105,299
243,200,267,115.62166670000002,199.70093459999998,103,275
226,194,288,122.63,176.771028,103,253
214,187,311,134.15583329999998,154.50817759999998,103,233
206,180,333,147.44416669999998,134.0315421,105,215
203,169,350,162.49583330000002,119.03387849999999,121,177
205,166,365,173.7883333,107.4579439,131,163
206,164,371,179.53,101.911215,143,153
