D1,D2,D3,rX,rY,gX,gY
206,164,371,179.53,101.911215,143,153
205,166,365,173.7883333,107.4579439,131,163
203,169,350,162.4958333,119.0338785,121,177
206,180,333,147.4441667,134.0315421,105,215
214,187,311,134.1558333,154.5081776,103,233
226,194,288,122.63,176.771028,103,253
243,200,267,115.6216667,199.7009346,103,275
262,206,252,113.07,220.0046729,105,299
283,211,236,112.6258333,242.4964953,109,315
303,216,219,112.3883333,265.2242991,115,329
323,220,202,113.9508333,288.2114486,127,345
