D1,D2,D3,rX,rY,gX,gY
434,267,136,127.235,412.43457939999996,193,387
432,285,101,102.3191667,420.10163550000004,171,395
430,295,91,89.61583333,420.33060750000004,143,401
428,304,91,79.20083333,418.32593460000004,127,405
423,309,83,69.38666667,414.9813084,111,407
418,309,78,65.21166667,411.0093458,95,409
409,304,80,64.38083333,401.9450935,83,409
399,300,86,62.50416667,391.3422897,71,403
391,297,90,60.80916667,383.1366822,65,397
383,295,94,58.23583333,375.0432243,63,391
377,293,100,57.2,368.58878500000003,61,383
