D1,D2,D3,rX,rY,gX,gY
255,165,268,142.3391667,206.057243,143,173
264,170,253,136.9275,220.64369159999998,141,183
274,176,220,124.94333329999999,245.1635514,139,195
285,183,205,120.56666670000001,259.79439249999996,133,213
299,188,194,120.63083329999999,274.47313080000004,129,227
316,194,185,122.68083329999999,290.671729,123,245
332,202,185,126.04083329999999,302.7838785,125,264
349,208,181,130.3683333,318.0186916,125,277
364,213,180,135.4716667,330.93457939999996,127,291
374,216,181,139.7775,339.1343458,131,307
381,218,184,143.0375,344.8843458,135,327
