D1,D2,D3,rX,rY,gX,gY
139,234,323,85.455,114.6915888,88,46
154,234,297,75.68416667,138.65771030000002,80,64
172,222,275,89.69416667,145.51285049999998,74,90
192,210,275,93.91416667,168.7184579,76,114
213,200,244,94.4275,197.44976640000002,78,138
235,194,244,106.58083329999998,208.963785,82,162
254,192,237,112.80416670000001,223.7511682,90,182
269,192,234,118.16416670000001,234.56658880000003,100,198
278,194,234,120.98,240.31775699999997,108,218
287,197,234,123.2625,246.2581776,112,232
277,204,242,114.6675,238.5712617,116,246
