D1,D2,D3,rX,rY,gX,gY
310.0,96.0,437.0,297.5375,103.171728971963,,
317.0,85.0,428.0,298.025833333333,117.393691588785,,
324.0,66.0,419.00000000000006,300.194166666667,131.540887850467,,
332.0,65.0,408.0,297.205,148.29906542056102,,
339.0,65.0,396.0,293.079166666667,165.057242990654,,
347.0,55.00000000000001,375.0,286.16,190.383177570093,,
355.0,55.00000000000001,375.0,290.84,196.943925233645,,
364.0,53.0,364.0,289.81833333333304,214.0,,
375.0,67.0,343.0,281.42,240.841121495327,,
386.0,83.0,334.0,279.31833333333304,257.738317757009,,
398.0,83.0,334.0,287.158333333333,268.728971962617,,
