D1,D2,D3,rX,rY,gX,gY
332.0,65.0,408.0,297.205,148.29906542056102,,
339.0,65.0,396.0,293.079166666667,165.057242990654,,
347.0,55.00000000000001,375.0,286.16,190.383177570093,,
355.0,55.00000000000001,375.0,290.84,196.943925233645,,
364.0,53.0,364.0,289.81833333333304,214.0,,
375.0,67.0,343.0,281.42,240.841121495327,,
386.0,83.0,334.0,279.31833333333304,257.738317757009,,
398.0,83.0,334.0,287.158333333333,268.728971962617,,
412.0,99.0,325.0,286.8125,288.905373831776,,
426.0,129.0,309.0,276.735833333333,314.46144859813097,,
440.00000000000006,129.0,309.0,286.839166666667,328.625,,
