D1,D2,D3,rX,rY,gX,gY
375.0,67.0,343.0,281.42,240.841121495327,,
386.0,83.0,334.0,279.31833333333304,257.738317757009,,
398.0,83.0,334.0,287.158333333333,268.728971962617,,
412.0,99.0,325.0,286.8125,288.905373831776,,
426.0,129.0,309.0,276.735833333333,314.46144859813097,,
440.00000000000006,129.0,309.0,286.839166666667,328.625,,
455.0,144.0,299.0,286.135,351.41121495327104,,
468.0,174.0,283.0,272.474166666667,376.307242990654,,
478.0,174.0,283.0,280.3575,387.358644859813,,
484.0,190.0,273.0,270.8275,400.596962616822,,
486.00000000000006,203.0,261.0,258.589166666667,410.349299065421,,
