D1,D2,D3,rX,rY,gX,gY
127.0,253.0,316.0,63.6458333333333,116.18808411215001,,
120.0,260.0,333.0,65.4141666666667,101.279205607477,,
111.0,268.0,365.0,75.255,72.75700934579442,,
107.0,269.0,382.0,84.21583333333331,56.903037383177605,,
108.0,269.0,382.0,84.395,57.1542056074766,,
116.0,269.0,399.0,96.9525,43.7371495327103,,
123.0,268.0,415.00000000000006,110.095,30.476635514018604,,
139.0,260.0,443.0,140.648333333333,7.30841121495327,,
155.0,254.0,453.0,157.175,2.33644859813084,,
172.0,246.0,462.0,175.33666666666699,-0.7897196261682241,,
185.0,246.0,462.0,179.204166666667,4.63200934579439,,
