D1,D2,D3,rX,rY,gX,gY
354.0,280.0,110.0,57.52,346.261682242991,,
350.0,263.0,122.0,72.8783333333333,339.719626168224,,
342.0,263.0,136.0,71.275,329.032710280374,,
332.0,251.0,153.0,80.0325,315.41939252336397,,
317.0,238.0,171.0,87.375,297.233644859813,,
302.0,214.0,189.0,103.1175,278.816588785047,,
285.0,205.0,218.00000000000003,110.9225,253.370327102804,,
267.0,199.0,228.0,110.399166666667,236.55257009345797,,
250.0,198.0,237.0,107.224166666667,221.396028037383,,
234.0,203.0,246.0,101.051666666667,207.271028037383,,
217.0,211.0,254.0,92.4758333333333,193.641355140187,,
