D1,D2,D3,rX,rY,gX,gY
410.0,311.0,86.0,58.7183333333333,401.738317757009,,
400.0,321.0,80.0,40.605,393.439252336449,,
387.0,329.0,79.0,23.28,381.672897196262,,
376.0,332.0,82.0,13.3833333333333,371.30373831775705,,
365.0,325.0,88.0,15.105833333333301,360.589953271028,,
358.0,314.0,99.0,24.3175,352.27453271027997,,
354.0,280.0,110.0,57.52,346.261682242991,,
350.0,263.0,122.0,72.8783333333333,339.719626168224,,
342.0,263.0,136.0,71.275,329.032710280374,,
332.0,251.0,153.0,80.0325,315.41939252336397,,
317.0,238.0,171.0,87.375,297.233644859813,,
