D1,D2,D3,rX,rY,gX,gY
287.0,145.0,462.0,285.1425,60.875,,
294.0,111.0,446.0,290.93166666666696,82.5981308411215,,
301.0,96.0,437.0,292.955,96.7476635514019,,
310.0,96.0,437.0,297.5375,103.171728971963,,
317.0,85.0,428.0,298.025833333333,117.393691588785,,
324.0,66.0,419.00000000000006,300.194166666667,131.540887850467,,
332.0,65.0,408.0,297.205,148.29906542056102,,
339.0,65.0,396.0,293.079166666667,165.057242990654,,
347.0,55.00000000000001,375.0,286.16,190.383177570093,,
355.0,55.00000000000001,375.0,290.84,196.943925233645,,
364.0,53.0,364.0,289.81833333333304,214.0,,
