D1,D2,D3,rX,rY,gX,gY
250.0,198.0,237.0,107.224166666667,221.396028037383,,
234.0,203.0,246.0,101.051666666667,207.271028037383,,
217.0,211.0,254.0,92.4758333333333,193.641355140187,,
201.0,219.0,254.0,81.1691666666667,185.828271028037,,
185.0,228.0,274.0,78.1175,166.27686915887801,,
169.0,237.0,287.0,72.5,151.140186915888,,
153.0,237.0,287.0,68.20666666666669,145.121495327103,,
139.0,245.00000000000003,301.0,65.2333333333333,130.728971962617,,
127.0,253.0,316.0,63.6458333333333,116.18808411215001,,
120.0,260.0,333.0,65.4141666666667,101.279205607477,,
111.0,268.0,365.0,75.255,72.75700934579442,,
