D1,D2,D3,rX,rY,gX,gY
418,94,315,287.2375,302.1997664,248,402
433,107,305,292.7083333,324.3551402,258,384
444,107,305,296.3925,335.625,264,368
449,124,279,280.915,358.5794393,264,340
451,158,251,254.0683333,378.0186916,258,320
452,176,237,239.1075,387.0549065,250,302
455,191,237,232.2,390.23364489999994,240,288
461,204,225,223.60166669999998,403.13084110000005,226,270
465,213,218,217.84916669999998,411.08060750000004,220,252
466,211,215,218.95583330000002,413.6857477,214,234
464,207,225,219.835,412.0140187,208,216
