D1,D2,D3,rX,rY,gX,gY
429,116,296,277.6275,326.646028,268,280
436,148,281,261.3808333,343.83060750000004,264,298
444,148,274,264.01,356.5934579,260,316
456,161,274,266.315,369.21028039999993,258,332
465,176,267,261.6416667,383.317757,256,346
475,189,257,257.2,400.4205607,252,362
483,201,257,255.78666669999998,409.3738318,248,376
488,210,254,252.39,416.8364486,244,388
491,216,251,249.315,422.03738319999997,240,400
492,220,250,246.81,423.771028,238,408
489,211,241,244.48,423.22429910000005,234,418
