D1,D2,D3,rX,rY,gX,gY
445,238,191,174.6883333,402.7196262,103,407
452,211,214,207.8883333,399.1728972,127,407
458,211,235,220.2958333,394.53621499999997,151,405
459,189,252,242.6258333,385.9357477,167,405
456,189,265,245.9391667,374.87733639999993,195,403
452,168,275,259.9075,364.32593460000004,227,399
446,168,275,255.4175,358.0315421,237,395
440,157,287,262.5658333,343.942757,245,391
436,148,287,264.22083330000004,339.84929910000005,253,381
435,143,290,267.3625,336.80957939999996,259,365
434,142,285,267.1133333,335.79439249999996,263,349
