D1,D2,D3,rX,rY,gX,gY
366,39,345,281.9558333,231.44275699999997,270,166
374,57,333,277.2291667,247.86331780000003,274,180
376,57,333,278.4791667,249.6156542,274,194
379,70,322,271.6108333,260.67873829999996,272,212
382,95,299,254.7358333,280.0315421,268,228
386,95,299,257.2958333,283.6203271,264,240
393,108,290,253.0241667,296.18341119999997,260,252
404,121,284,252.4983333,310.4485981,256,266
413,135,280,250.7725,321.67406539999996,254,276
418,145,280,249.5683333,326.52803739999996,252,292
420,153,277,246.0616667,329.78971960000007,250,308
