D1,D2,D3,rX,rY,gX,gY
362,63,329,266.4625,240.63901869999998,266,186
368,73,320,262.97833330000003,252.57943930000002,266,204
375,73,310,262.0625,266.0151869,268,220
381,83,303,259.6666667,276.3271028,268,236
390,92,303,262.8241667,284.43341119999997,266,248
401,101,297,264.18,298.80373829999996,264,258
412,113,289,263.4458333,314.7278037,262,268
424,127,289,266.2058333,326.4474299,260,280
435,137,289,269.68,337.4859813,258,294
444,143,287,272.5125,348.0735981,258,310
451,146,287,275.8108333,356.0619159,258,324
