D1,D2,D3,rX,rY,gX,gY
172,217,401,153.8458333,60.70911215,83,39
196,198,426,191.5766667,46.87383178,109,51
217,184,445,221.5083333,37.6728972,133,61
235,177,462,245.34916669999998,29.16471963,153,77
252,175,475,253.4216667,38.836448600000004,172,83
266,175,475,269.6158333,33.07827103,193,83
277,181,485,279.03333330000004,28.841121500000003,211,77
286,189,492,284.02166669999997,26.77102804,225,70
292,199,497,284.5658333,25.04556075,239,63
295,208,501,283.255,22.43925234,255,55
297,216,502,279.4241667,22.65070093,257,55
