D1,D2,D3,rX,rY,gX,gY
289,154,253,157.08833330000002,236.7943925,153,197
300,163,227,147.3325,258.942757,153,211
310,173,227,146.8158333,266.06892519999997,152,221
320,196,201,128.6475,286.42873829999996,151,237
329,206,189,122.915,298.7196262,147,259
338,206,189,127.9175,305.73247660000004,143,273
345,215,179,122.52,315.6168224,139,283
355,233,161,109.81333329999998,330.94392519999997,135,297
360,233,161,112.7925,335.1203271,133,309
366,236,156,112.75666670000001,342.0607477,131,323
369,240,153,110.64833329999999,345.7196262,129,333
