D1,D2,D3,rX,rY,gX,gY
408,104,294,266.39666669999997,307.4906542,252,244
420,115,287,267.2725,323.84929910000005,252,262
431,133,278,263.3958333,340.7254673,252,282
444,150,271,261.65416669999996,358.50350469999995,252,304
456,167,271,261.6725,371.1203271,252,326
464,206,247,233.2008333,394.2418224,252,344
469,206,234,231.8775,406.99649530000005,250,364
474,221,234,225.13166669999998,412.5046729,248,380
475,233,224,213.02583330000002,418.96378500000003,244,394
477,241,215,205.0,425.8037383,236,404
478,247,209,199.6175,429.8913551,224,414
