D1,D2,D3,rX,rY,gX,gY
309,185,231,140.66666669999998,263.20560750000004,107,315
300,173,231,143.25916669999998,256.80257009999997,119,305
289,167,265,155.3133333,229.53271030000002,127,293
276,164,280,157.66,211.4018692,137,277
262,177,292,149.715,194.5841121,145,261
245,177,300,146.47916669999998,178.98247659999998,149,245
230,187,300,134.475,170.6588785,151,229
217,193,307,129.37333329999998,158.9065421,147,210
208,200,312,124.18,150.8224299,137,193
204,203,314,121.835,147.4345794,126,181
203,204,315,121.34166670000002,146.2242991,115,167
