D1,D2,D3,rX,rY,gX,gY
149,231,308,82.2925,129.1133178,84,68
165,223,287,82.12,149.57943930000002,76,84
182,223,287,87.03583333,156.47079440000002,74,106
199,214,251,97.55333333,186.6635514,76,134
216,198,240,95.21333333,201.21495330000002,78,152
233,192,230,101.5575,215.62266359999998,80,168
248,192,230,107.57,224.05140189999997,86,186
259,187,221,111.99333329999999,235.30841119999997,94,202
266,184,220,116.54333329999999,240.1168224,102,216
270,184,218,117.6,243.64485980000003,108,228
273,184,217,118.9575,245.5478972,118,246
