D1,D2,D3,rX,rY,gX,gY
374,48,330,277.14666669999997,250.1869159,268,188
384,58,319,275.7475,267.38200930000005,272,204
391,68,308,272.4208333,281.77686919999996,274,226
397,81,295,273.1325,287.3002336,274,242
403,96,281,259.455,311.4859813,274,254
405,110,270,250.94416669999998,320.4544393,270,268
408,124,263,244.4075,327.6623832,264,280
411,134,257,239.555,334.1775701,252,298
415,140,257,239.5683333,338.0373832,244,310
417,143,254,238.2625,341.7721963,230,322
419,144,253,238.755,344.317757,224,326
