D1,D2,D3,rX,rY,gX,gY
342,64,311,244.9175,237.6483645,250,192
350,82,302,240.55333330000002,250.5607477,248,208
359,82,302,245.87083330000002,258.0151869,246,220
369,104,287,237.755,276.8411215,244,230
380,115,282,238.235,289.78971960000007,242,242
389,115,282,244.0025,297.875,240,256
399,126,278,244.2841667,309.6974299,240,270
411,135,275,247.0866667,322.9906542,240,282
420,141,274,250.10166669999998,332.36915889999995,240,296
429,145,272,253.6525,342.57126170000004,242,312
436,146,272,257.7608333,350.2792056,244,326
