D1,D2,D3,rX,rY,gX,gY
331,64,379,277.84833330000004,174.1869159,52,428
321,91,420,292.7391667,128.30023359999998,66,408
311,106,437,294.6883333,103.8971963,74,388
299,106,449,279.72833330000003,82.92523364,82,362
288,144,460,284.5666667,63.70093458,84,338
275,163,469,275.7133333,45.38317757,82,314
263,179,476,266.72583330000003,30.11331776,78,292
254,179,481,266.8358333,19.08761682,70,272
246,191,485,259.3225,9.900700935,62,256
239,204,487,249.555,3.663551402,50,236
236,204,484,248.3675,1.9988317759999998,34,208
