D1,D2,D3,rX,rY,gX,gY
314,78,309,225.2641667,217.63901869999998,228,176
316,78,309,226.3141667,219.11098130000002,224,188
326,80,303,228.0775,230.9007009,220,200
337,81,305,234.9,238.0,218,216
351,84,311,245.1816667,244.93457940000002,222,232
366,88,311,252.9975,257.4988318,226,242
382,94,322,261.6283333,263.3457944,232,254
395,98,325,275.7083333,272.87850469999995,240,268
405,102,326,281.58416669999997,281.46378500000003,246,280
412,104,325,285.1208333,288.9053738,256,290
416,103,324,287.685,293.5327103,274,310
