D1,D2,D3,rX,rY,gX,gY
433,137,293,270.1733333,332.7383178,246,398
418,119,309,275.2425,306.5735981,256,378
406,101,309,273.6025,295.0221963,260,358
394,86,320,276.04333330000003,275.72429910000005,262,342
383,71,328,277.16583330000003,259.68341119999997,260,320
372,59,337,277.8325,242.989486,258,304
363,51,345,278.3333333,228.88785049999998,258,286
355,49,345,273.88,222.1775701,258,270
350,48,352,275.17,212.3598131,258,258
346,50,359,276.6708333,203.2932243,258,244
345,52,362,277.5575,199.9591121,260,228
