D1,D2,D3,rX,rY,gX,gY
318,110,413,279.9175,132.87266359999998,56,248
326,87,395,279.6425,155.88200930000002,68,260
331,70,378,275.8775,175.07126169999998,78,282
333,61,362,288.8158333,190.45443930000002,82,304
330,61,343,256.2625,203.77920559999998,84,330
329,66,326,245.1775,216.29556069999998,78,350
326,77,326,240.9183333,214.0,72,370
321,86,312,228.3341667,220.65537379999998,62,384
317,93,301,218.5,225.55140189999997,50,398
316,98,291,211.4475,231.7278037,42,406
315,90,315,216.9458333,224.7768692,28,416
