D1,D2,D3,rX,rY,gX,gY
369,44,364,294.3275,218.2815421,278,296
358,37,364,288.6083333,208.9392523,278,280
349,39,378,291.70916669999997,189.3703271,278,260
341,43,390,294.2425,172.1553738,276,240
334,51,400,295.635,157.4065421,278,220
326,63,409,295.0225,142.73247659999998,278,202
318,73,415,292.5825,130.9380841,278,186
312,78,419,290.9541667,122.625,280,174
308,85,422,289.0883333,116.78037379999999,282,160
304,90,424,287.0,111.94392520000001,280,144
303,90,426,287.91083330000004,109.24883179999999,276,126
