D1,D2,D3,rX,rY,gX,gY
444,252,159,153.18083330000002,414.7651869,201,391
441,269,141,131.7066667,417.97196260000004,187,397
437,284,124,111.20083329999999,419.13200930000005,169,403
430,294,109,93.5975,416.125,149,409
422,307,93,72.2025,411.9380841,137,411
411,320,74,48.3375,404.94042060000004,123,413
402,325,74,36.865,396.39252339999996,109,413
395,330,71,26.395,390.3831776,91,407
390,336,69,16.23083333,386.125,77,401
388,337,70,13.92833333,384.1448598,59,391
389,337,74,14.69333333,384.8878505,41,381
