D1,D2,D3,rX,rY,gX,gY
462,171,293,274.3491667,363.05957939999996,240,238
446,130,301,286.7708333,340.53621499999997,240,258
430,130,310,279.6733333,317.7383178,240,280
415,107,310,278.1958333,302.93107480000003,242,304
399,86,319,278.815,281.1028037,240,320
385,68,326,278.0508333,263.0058411,236,340
373,54,334,277.7175,246.2114486,236,360
363,43,341,277.3,232.0934579,236,374
357,36,344,276.33416669999997,224.64602799999997,232,386
354,34,346,275.94,220.54205609999997,228,394
352,33,342,276.0316667,217.27102799999997,218,398
