D1,D2,D3,rX,rY,gX,gY
265,232,187,71.62833333,255.1869159,78,207
281,236,172,80.27583333,271.68341119999997,76,219
298,241,159,71.9425,288.2091121,72,233
316,248,146,72.14333333,305.75233639999993,72,259
334,257,134,71.51833333,323.3457944,78,277
348,265,127,70.9925,336.6343458,82,289
362,272,127,73.01083333,348.24649530000005,90,307
375,276,121,76.10166667,361.1775701,92,323
382,277,118,78.99833333,368.20560750000004,90,337
383,277,117,79.44,369.3738318,86,353
380,276,116,78.65,366.4252336,84,357
