D1,D2,D3,rX,rY,gX,gY
322,93,319,230.4625,216.24649530000002,222,282
311,93,328,229.5125,201.3095794,216,266
303,90,337,231.32166669999998,188.57943930000002,214,250
298,90,345,233.3641667,178.6950935,216,234
296,90,362,242.39,163.2663551,220,200
298,90,372,249.4966667,156.07943930000002,224,186
301,93,372,250.0791667,158.17873830000002,230,176
305,93,383,259.02,151.3084112,234,170
309,93,392,266.8791667,146.02920559999998,240,162
312,93,400,273.71166669999997,140.80373830000002,246,156
314,91,408,278.1091667,137.5642523,256,148
