D1,D2,D3,rX,rY,gX,gY
456,178,276,257.6266667,367.9252336,192,422
444,158,276,259.8266667,355.30841119999997,214,414
430,137,289,266.0758333,332.43341119999997,232,404
414,115,309,274.02916669999996,302.6857477,250,390
397,93,319,275.4,279.24299069999995,260,364
382,58,330,280.42,257.2523364,260,340
368,58,330,271.67,244.98598130000002,258,318
358,49,340,272.8083333,228.6775701,256,298
350,43,347,273.0158333,216.44275699999997,256,278
344,41,354,273.915,205.84579440000002,256,256
351,47,345,275.3266667,214.0,258,230
