D1,D2,D3,rX,rY,gX,gY
435,136,293,272.075,334.76635510000006,252,242
420,118,293,269.0075,319.7838785,250,260
404,95,292,265.6983333,305.06542060000004,248,278
385,95,295,254.6733333,285.4953271,244,304
366,89,302,248.105,263.94392519999997,244,320
346,89,309,239.8025,242.3119159,244,338
329,91,309,229.64,228.9065421,244,358
316,93,318,226.7416667,212.51869159999998,246,370
308,95,324,225.165,202.1869159,244,386
305,96,329,226.035,196.2242991,232,396
314,90,326,232.5375,202.73247659999998,214,394
