D1,D2,D3,rX,rY,gX,gY
315,207,204,119.62583329999998,281.3002336,91,345
303,207,221,119.46666670000002,264.19626170000004,101,327
290,202,221,116.45083329999999,255.19042059999998,103,309
276,200,254,124.25,227.62149530000002,105,295
262,201,266,122.505,211.53271030000002,107,275
247,214,277,112.12833329999998,195.635514,117,257
229,214,277,104.9883333,185.62616819999997,121,243
212,221,286,97.88833333,170.9485981,116,227
199,227,292,91.84583333,160.6553738,109,211
190,231,296,87.835,153.817757,101,196
184,235,297,83.84833333,149.8084112,95,189
