D1,D2,D3,rX,rY,gX,gY
137,234,306,76.08416667,126.5385514,62,64
156,234,306,80.72333333,133.0420561,56,86
177,220,283,85.855,157.0373832,58,104
199,208,248,99.47416667,188.4123832,64,130
220,200,238,94.54333333,204.3691589,74,152
241,197,233,102.6333333,218.4299065,82,168
260,196,231,110.4475,230.6343458,92,188
273,198,231,114.90833329999998,238.72897200000003,102,210
283,200,233,118.9883333,244.1401869,106,222
289,201,233,121.18,248.1495327,108,236
286,199,251,123.43583329999998,242.82593459999998,108,246
