D1,D2,D3,rX,rY,gX,gY
245,196,218,99.27083333,228.60397200000003,103,177
263,199,206,100.6758333,245.23014019999997,101,193
280,199,194,104.3683333,261.62149530000005,99,211
298,201,185,108.8625,277.760514,101,235
316,204,183,115.43416670000002,291.5315421,103,249
334,205,186,125.425,303.9065421,107,265
351,206,186,134.44416669999998,317.510514,111,285
364,206,195,145.0475,324.3633178,117,301
375,206,200,153.4675,331.5525701,125,315
382,204,202,159.92,336.80373829999996,135,333
387,203,202,163.4666667,341.76635510000006,153,355
