D1,D2,D3,rX,rY,gX,gY
433,283,114,107.2625,417.84696260000004,63,402
440,270,148,127.37416670000002,420.7278037,79,409
446,256,148,148.46333330000002,420.78971960000007,97,415
453,242,185,175.595,413.74766360000007,112,415
458,229,204,195.755,410.43457939999996,135,415
463,219,221,213.08,407.3738318,157,413
468,210,236,229.10666669999998,404.80373829999996,175,411
472,201,250,244.075,401.24766360000007,193,409
474,194,260,254.51,397.5,209,407
476,189,266,261.915,396.0327103,221,405
477,183,269,267.7666667,395.271028,249,404
