D1,D2,D3,rX,rY,gX,gY
449,216,197,196.255,404.1775701,246,368
443,216,178,185.8575,406.2488318,233,380
435,230,178,169.5975,398.0432243,218,384
427,246,143,141.795,403.1121495,202,386
419,259,127,121.6133333,400.25233639999993,184,386
412,286,113,89.44083333,397.38200930000005,166,387
405,295,101,73.82,393.70093460000004,152,388
399,295,101,69.8,388.06542060000004,136,386
394,306,91,53.8775,385.6764019,118,382
390,315,85,41.06916667,383.24649530000005,104,382
388,317,78,37.1125,382.2044393,88,379
