D1,D2,D3,rX,rY,gX,gY
302,123,441,286.52916669999996,93.34929907,58,216
304,103,424,282.8183333,111.94392520000001,78,230
305,87,404,274.5925,132.0011682,82,248
308,87,404,276.125,134.1495327,84,268
311,79,383,266.1133333,155.62616819999997,82,288
316,77,362,256.2083333,177.5654206,74,310
321,78,343,247.44166669999998,196.9345794,66,330
329,83,327,241.5,215.53271030000002,56,350
338,89,314,237.83833330000002,232.28037379999998,46,368
345,94,306,236.16416669999998,243.66004669999998,38,384
351,98,298,235.835,252.08411209999997,30,400
