D1,D2,D3,rX,rY,gX,gY
331,253,167,81.53333333,309.41121499999997,68,353
316,248,186,83.21,290.2383178,70,343
300,247,207,82.69916667,269.0829439,70,325
285,251,221,77.06,251.83177569999998,84,307
268,259,221,62.42583333,240.8492991,86,287
247,268,237,51.615,219.65420559999998,84,281
225,275,253,43.16,198.364486,74,261
208,281,266,37.08833333,181.88317759999998,64,243
195,284,270,31.68416667,173.25817759999998,56,227
187,287,273,27.64,167.78504669999998,50,213
182,286,274,29.35333333,162.411215,44,197
