D1,D2,D3,rX,rY,gX,gY
307,225,209,104.24,273.0747664,97,337
289,220,209,99.00833333,260.54205609999997,99,321
269,215,238,104.1358333,232.36098130000002,99,299
250,209,253,106.29583329999998,212.23714950000002,97,287
233,203,253,103.5733333,202.64485980000003,93,265
220,196,269,110.28083329999998,186.00817759999998,95,243
210,185,303,129.8891667,158.2651869,97,227
203,185,303,127.48,154.88785049999998,103,207
198,182,316,134.35,143.14485980000003,111,193
196,180,326,140.25,134.7242991,121,177
194,179,334,144.0425,128.42406540000002,129,163
