D1,D2,D3,rX,rY,gX,gY
342,51,348,267.72833330000003,209.1635514,256,148
349,50,336,265.0875,224.4030374,256,162
356,58,324,261.16,239.42056069999998,256,184
361,70,315,256.795,250.3271028,256,206
368,82,305,252.8408333,263.5315421,252,220
380,94,297,252.7875,279.6436916,250,230
394,107,290,254.0383333,297.1028037,250,246
408,121,284,255.205,314.24299069999995,250,264
421,135,280,256.3325,329.4684579,250,276
433,145,277,258.8133333,343.39252339999996,252,292
442,150,276,262.45666669999997,353.2383178,252,308
