D1,D2,D3,rX,rY,gX,gY
249,230,195,68.86166667,242.0093458,70,195
266,235,195,72.2825,252.23714950000002,72,211
284,241,179,70.78583333,270.7932243,72,225
302,248,163,69.31083333,289.5081776,74,241
319,256,136,64.66083333,311.2721963,76,265
335,264,124,63.8475,327.14135510000006,76,283
351,274,115,62.235,342.4766355,78,299
364,282,115,62.5675,353.33528039999993,80,313
375,290,109,60.595,364.40186919999996,80,329
383,294,105,61.04166667,372.4859813,82,343
387,294,109,63.78416667,375.8376168,82,359
