D1,D2,D3,rX,rY,gX,gY
402,305,102,57.53833333,390.635514,41,359
412,292,119,78.55916667,395.75584110000005,41,377
421,275,138,111.2025,398.80957939999996,51,398
429,241,162,152.1091667,398.3422897,71,401
439,241,189,167.24,397.41121499999997,91,399
450,227,189,186.3091667,408.83528039999993,115,399
455,185,254,242.9158333,380.48247660000004,161,401
450,185,254,239.145,375.19626170000004,193,403
443,173,274,249.89583330000002,355.557243,217,405
438,163,275,252.2825,349.7698598,238,399
434,151,258,254.7425,346.9754673,253,363
