D1,D2,D3,rX,rY,gX,gY
140,248,353,91.34083333,91.32593458,110,56
148,248,333,81.8275,110.04556070000001,96,74
162,237,290,72.01166667,146.411215,84,90
177,237,269,66.46666667,166.0654206,74,106
195,225,253,74.32666667,183.64485980000003,62,130
214,193,248,101.0083333,195.64953269999998,58,152
237,193,248,109.6525,207.76752340000002,56,170
256,176,248,127.91333329999999,218.7102804,70,186
270,166,250,140.58,226.1495327,86,198
279,158,254,150.6975,229.56658880000003,104,214
282,190,246,143.1375,233.3025701,116,226
