D1,D2,D3,rX,rY,gX,gY
426,265,135,123.04916670000001,404.71378500000003,69,387
435,253,170,148.7625,401.2955607,91,395
444,238,190,167.63,410.5373832,107,397
452,225,190,189.635,410.5,131,397
457,213,238,219.3025,391.80957939999996,151,405
455,196,238,229.37083330000002,389.67873829999996,167,407
452,179,272,252.17833330000002,366.24299069999995,187,405
447,167,272,255.3525,360.9918224,219,401
443,157,281,261.9333333,351.0186916,237,397
438,148,285,264.7241667,343.2278037,253,381
436,142,274,268.0808333,338.50350469999995,261,355
