D1,D2,D3,rX,rY,gX,gY
415,287,124,92.72583333,397.2348131,35,385
424,269,147,120.8925,398.7745327,53,403
434,232,176,166.74333330000002,397.8551402,79,403
444,215,205,195.9325,395.2044393,99,401
451,196,233,224.3883333,388.19626170000004,123,401
453,196,233,225.895,390.30841119999997,149,399
451,178,258,245.8375,373.8563084,172,401
446,164,274,257.1733333,358.6728972,201,401
440,152,284,263.7133333,345.94392519999997,203,399
434,144,288,265.1966667,337.1448598,249,391
433,142,318,265.4275,336.13200930000005,263,357
