D1,D2,D3,rX,rY,gX,gY
179,209,347,127.91333329999999,110.7663551,118,34
189,197,347,139.1,115.0654206,128,50
198,191,309,125.10916670000002,148.2558411,130,70
208,193,287,116.2858333,168.3165888,132,90
221,193,265,110.81333329999998,189.0186916,132,112
233,217,245,90.45333333,207.29906540000002,126,136
246,232,227,77.3375,224.4988318,120,156
257,244,214,67.65083333,237.66004669999998,116,172
264,244,207,68.23416667,245.36331780000003,106,194
269,258,204,57.71416667,249.91705609999997,78,224
267,257,205,56.82083333,248.6647196,62,234
