D1,D2,D3,rX,rY,gX,gY
351.0,53.0,384.0,294.539166666667,185.664719626168,,
360.0,54.0,373.0,292.754166666667,202.867990654206,,
371.0,54.0,361.0,292.115,222.551401869159,,
381.0,64.0,350.0,289.8975,240.473130841122,,
394.0,92.0,331.0,280.230833333333,267.358644859813,,
406.0,108.0,331.0,282.8975,278.573598130841,,
420.0,108.0,322.0,287.636666666667,298.948598130841,,
435.0,124.0,313.0,287.375,320.607476635514,,
450.0,155.0,305.0,275.889166666667,347.517523364486,,
463.0,170.0,289.0,273.748333333333,366.85981308411203,,
477.0,185.0,281.0,272.04,387.560747663551,,
