D1,D2,D3,rX,rY,gX,gY
249.00000000000003,186.0,472.0,253.334166666667,26.1693925233645,,
264.0,165.0,467.0,268.11916666666696,40.643691588784996,,
276.0,146.0,461.00000000000006,278.7275,54.7184579439251,,
287.0,146.0,461.00000000000006,283.88833333333304,61.9532710280373,,
295.0,127.0,453.0,290.32,75.9345794392523,,
303.0,108.0,445.0,295.761666666667,89.9158878504673,,
311.0,93.0,435.0,297.54666666666697,105.93457943925199,,
319.0,82.0,426.0,298.4975,120.875,,
327.0,65.0,416.0,299.9525,136.748831775701,,
336.0,60.0,394.0,291.11666666666696,164.53738317757,,
344.0,55.00000000000001,394.0,296.608333333333,170.892523364486,,
