D1,D2,D3,rX,rY,gX,gY
484.0,200.0,281.0,268.02083333333303,395.419392523364,,
489.0,211.0,257.0,253.78,416.18691588785003,,
488.0,221.0,241.0,239.12583333333302,424.35397196261704,,
483.0,230.0,241.0,228.315,418.682242990654,,
474.0,230.0,223.0,214.1775,418.37733644859804,,
466.0,243.00000000000003,185.0,184.7425,427.704439252336,,
457.0,251.0,168.0,166.2325,425.010514018692,,
449.0,259.0,168.0,144.859166666667,416.543224299065,,
443.0,269.0,135.0,131.8,421.971962616822,,
437.0,269.0,135.0,111.361666666667,415.80373831775705,,
431.0,293.0,109.0,95.29333333333331,417.130841121495,,
