D1,D2,D3,rX,rY,gX,gY
311.0,93.0,435.0,297.54666666666697,105.93457943925199,,
319.0,82.0,426.0,298.4975,120.875,,
327.0,65.0,416.0,299.9525,136.748831775701,,
336.0,60.0,394.0,291.11666666666696,164.53738317757,,
344.0,55.00000000000001,394.0,296.608333333333,170.892523364486,,
351.0,53.0,384.0,294.539166666667,185.664719626168,,
360.0,54.0,373.0,292.754166666667,202.867990654206,,
371.0,54.0,361.0,292.115,222.551401869159,,
381.0,64.0,350.0,289.8975,240.473130841122,,
394.0,92.0,331.0,280.230833333333,267.358644859813,,
406.0,108.0,331.0,282.8975,278.573598130841,,
