D1,D2,D3,rX,rY,gX,gY
343,220,181,118.3483333,313.1682243,145,355
327,218,181,110.875,300.6448598,134,343
307,216,194,105.8175,280.1366822,123,329
289,213,208,103.7125,261.0292056,115,311
271,207,238,110.6625,233.62266359999998,107,299
254,202,253,112.77083329999999,214.59228969999998,101,281
239,195,270,118.64916670000001,195.5665888,98,264
227,190,287,125.08833329999999,177.97196259999998,101,243
215,185,287,123.79333329999999,171.7757009,103,231
207,181,306,132.80916670000002,154.66939250000001,107,221
201,179,319,138.74,142.317757,115,205
