D1,D2,D3,rX,rY,gX,gY
287,138,415,254.095,109.0280374,48,230
294,102,402,263.03333330000004,126.1869159,56,244
305,102,402,268.52416669999997,133.88434579999998,58,264
314,84,375,261.2641667,164.9007009,58,278
325,69,359,261.16,186.8317757,58,300
336,58,359,269.5475,195.32593459999998,58,316
347,53,346,269.09583330000004,214.80957940000002,62,334
355,52,336,268.2675,229.3376168,66,354
363,57,328,267.7191667,242.25350469999998,68,374
361,59,329,266.6733333,239.7943925,68,392
355,62,349,266.9283333,228.55140189999997,64,416
