D1,D2,D3,rX,rY,gX,gY
343,61,321,251.38,231.06542059999998,248,194
351,69,313,250.0466667,243.4766355,246,210
359,78,299,245.435,260.12149530000005,246,224
369,86,299,249.315,268.6261682,246,230
381,96,283,246.0216667,290.0186916,246,236
393,107,276,246.7791667,305.44042060000004,246,252
404,119,276,249.565,315.682243,248,268
415,141,268,243.9125,331.2908879,248,278
422,141,268,248.795,338.135514,246,296
427,149,266,247.5758333,344.3422897,244,306
432,152,264,248.7666667,350.59813080000004,242,320
