D1,D2,D3,rX,rY,gX,gY
220,177,259,112.2475,192.1764019,93,159
235,177,253,120.82,203.7383178,97,171
251,170,247,128.84833329999998,216.3271028,103,183
267,165,240,135.70583330000002,229.9918224,111,197
281,166,232,138.40083330000002,243.3656542,119,210
296,172,221,138.08083330000002,259.2978972,127,221
312,181,209,136.5925,276.69042060000004,139,235
325,193,193,130.65333329999999,293.87850469999995,145,249
334,207,177,121.32916670000002,307.72313080000004,145,259
342,219,177,117.31583329999998,314.0408879,139,277
346,248,145,88.45083333,329.2932243,112,305
