D1,D2,D3,rX,rY,gX,gY
304,219,197,103.0925,276.625,116,321
286,217,225,105.5425,250.4147196,109,307
267,214,239,104.355,230.55140189999997,103,295
250,209,239,100.5558333,220.28387850000001,97,281
234,204,252,102.8633333,203.7803738,97,259
221,199,264,106.4525,189.6366822,97,241
213,192,287,118.68166670000001,170.7757009,99,229
207,184,311,133.555,151.0654206,101,213
205,177,333,148.88666669999998,133.5514019,107,199
206,170,352,164.1233333,118.82710279999999,115,183
208,167,372,176.0983333,106.3364486,125,169
