D1,D2,D3,rX,rY,gX,gY
358,62,326,262.6333333,239.5700935,254,178
365,62,326,266.85083330000003,245.48247659999998,260,196
372,75,317,263.3591667,258.2698598,262,212
381,89,291,252.00666669999998,284.6542056,260,224
390,100,280,249.09,300.09813080000004,258,244
397,113,270,244.4825,312.9591121,256,258
406,125,261,241.7625,326.9848131,250,272
413,137,261,241.3,333.682243,244,284
420,147,256,239.2716667,343.5140187,240,298
423,154,253,236.595,348.25233639999993,238,312
424,158,251,234.3808333,350.41939249999996,236,326
